Number of stations is:
756 
     nw stn lat lon:
AV RDDF  60.591  -152.688
PY BPH0  33.611  -116.456
PY BPH0  33.611  -116.458
LD GCMD  39.562  -79.338
N4 P48A  39.461  -85.426
US _BMO  44.852  -117.306
NM _FVM  37.981  -90.427
TA U35K  55.915  -130.026
N4 060A  27.036  -80.362
IU DWPF  28.110  -81.433
TA C17K  68.475  -163.178
NM _MPH  35.123  -89.932
AK _BCP  59.953  -139.637
AK _GLI  60.879  -147.096
TA F26K  67.695  -144.145
TA E28M  68.604  -139.535
N4 257A  31.975  -81.026
TA M31M  62.202  -134.391
AK _SLK  60.512  -150.223
N4 I42A  43.891  -88.913
DR _SDD  18.463  -69.917
NM OLIL  38.734  -88.099
N4 735B  28.855  -97.808
IU COLA  64.874  -147.862
AV _NCT  60.562  -152.929
US AHID  42.765  -111.100
MX HPIG  26.937  -105.664
CC PR04  46.930  -121.989
US NHSC  33.107  -80.178
PR MLPR  17.969  -67.044
N4 W57A  35.153  -79.993
TA J16K  63.284  -160.602
CM _PRV  13.376  -81.364
US JFWS  42.914  -90.248
UW _LON  46.751  -121.810
US KSU1  39.101  -96.609
TA O14K  59.253  -161.264
TA K24K  63.804  -145.778
N4 U56A  36.347  -80.383
AK _PPD  65.517  -145.525
N4 Y58A  33.906  -79.666
PR CRPR  18.006  -67.110
IU ANMO  34.946  -106.457
AV OKFG  53.411  -167.911
US _MSO  46.829  -113.941
CC SWF2  46.178  -122.217
IU _WVT  36.130  -87.830
CI _RPV  33.743  -118.404
TA A19K  70.204  -161.071
US CNNC  35.239  -77.890
US EGAK  64.777  -141.158
N4 T35B  36.916  -96.512
CI _SHO  35.900  -116.275
N4 W59A  35.167  -78.443
TA T25A  37.139  -104.411
CI SNCC  33.248  -119.524
TA G24K  66.700  -147.475
AK SUCK  60.072  -143.779
CC HUSB  44.119  -121.849
TA K15K  62.294  -161.531
CC TCBU  44.241  -121.664
US EYMN  47.946  -91.495
AV SSLN  54.811  -163.998
TA P16K  59.031  -157.991
US TZTN  36.544  -83.549
AK CHUM  63.883  -152.315
US TPNV  36.949  -116.249
TA E29M  68.389  -137.897
N4 I49A  43.940  -82.825
N4 K22A  42.651  -106.524
US _CBN  38.205  -77.373
AV MCIR  53.950  -166.894
TA Q18K  58.648  -155.009
AV ANCK  58.198  -155.496
PY BPH0  33.608  -116.455
N4 N51A  40.918  -82.375
N4 Y57A  34.017  -80.391
CI _DJJ  34.106  -118.455
AK _KTH  63.553  -150.923
N4 K43A  42.704  -88.332
N4 F42A  45.759  -88.135
NU CRIN  12.696  -87.031
AK _BWN  64.173  -149.299
PY BPH0  33.611  -116.456
CU MTDJ  18.226  -77.535
US MNTX  31.698  -105.382
AV MGOD  53.794  -166.878
BK HUMO  42.607  -122.957
N4 M57A  41.337  -77.128
CI _SLA  35.891  -117.283
TA M24K  62.107  -146.175
IW _IMW  43.893  -110.943
PY BPH1  33.609  -116.460
US _NEW  48.264  -117.123
US _JCT  30.479  -99.802
TA I17K  63.886  -160.695
AK _PWL  60.858  -148.333
TA K29M  63.843  -137.520
N4 U38B  36.439  -94.386
N4 Q52A  38.962  -82.267
N4 451A  30.616  -85.747
N4 146B  32.637  -89.057
N4 V53A  35.669  -82.812
AT OHAK  57.222  -153.287
CC CLBH  42.908  -122.143
TA B21K  69.621  -154.613
N4 Y52A  33.864  -84.063
AK TABL  60.440  -141.144
AK GAMB  63.776  -171.704
MX MOIG  19.647  -101.227
AK _PAX  62.970  -145.470
AK _SWD  60.104  -149.453
N4 P43A  39.641  -89.521
N4 Y60A  34.005  -78.216
US ECSD  43.734  -96.614
TA D19K  68.495  -158.115
TA D27M  69.243  -140.965
CI _IKP  32.650  -116.109
AV STLK  61.498  -151.835
AV SSBA  54.772  -164.126
TA R16K  57.567  -157.574
N4 SUSD  44.443  -98.956
CI _RRX  34.875  -116.997
AK _ANM  64.565  -165.373
CI _MPP  34.888  -119.814
US HLID  43.562  -114.414
AV MTBL  53.968  -166.681
N4 P38B  39.625  -93.532
N4 V48A  35.740  -86.822
TA I30M  65.222  -136.377
AK BPAW  64.100  -150.987
DR SC01  19.427  -70.728
AK _PIN  60.096  -140.252
AV SPCG  61.291  -152.023
CI _DEC  34.254  -118.334
AZ _WMC  33.574  -116.675
CI _SMM  35.314  -119.996
TA F19K  66.833  -157.773
PR OBIP  18.043  -66.606
TA H22K  65.894  -151.377
AV OKNC  53.456  -168.126
AZ _BZN  33.492  -116.667
AV PN7A  55.433  -161.997
N4 R58B  37.964  -77.879
PR HUMP  18.142  -65.849
AV RDJH  60.590  -152.806
TA E23K  68.058  -149.616
CM _HEL  6.191  -75.529
NM MGMO  37.154  -92.269
PR GCPR  18.309  -66.084
AK GRIN  60.281  -143.321
OK X37A  34.589  -95.371
CU GRTK  21.511  -71.133
TA C23K  69.836  -150.613
N4 656A  29.369  -82.535
BK _SAO  36.764  -121.447
AK _WRH  64.472  -148.092
N4 P61A  39.673  -74.792
TA J26L  64.501  -143.564
NU ACON  11.968  -85.174
TA P49A  39.534  -84.716
TA L44A  42.178  -87.912
TA E20K  68.257  -156.189
N4 E38A  46.606  -91.554
AV _MSW  53.915  -166.788
AK _DIV  61.129  -145.775
TA N31M  61.486  -135.780
LD ALLY  41.649  -80.145
CC PR02  46.918  -122.049
TA F14K  65.474  -166.329
N4 L48A  41.944  -84.433
PY BPH0  33.611  -116.453
AV OKCE  53.426  -168.166
TA N15K  60.169  -160.092
AV PLK2  57.763  -156.326
TA N23A  40.895  -105.944
NM _SLM  38.636  -90.236
II _PFO  33.611  -116.456
N4 T59A  36.972  -77.554
TA N30M  61.459  -137.089
N4 L56A  42.136  -77.559
TA F25K  67.593  -145.643
AK WAT6  62.581  -147.740
PY BPH0  33.612  -116.455
